MPO_AREA,MPO_FIPS,MPO_NAME,population,injuries,collisions,injury_rate,collision_rate,year
Newark,NJPTA,North Jersey Transporttrion Planning Authority,6692889,1772,1665,5.295172234292246,4.975429892831033,2019
Orlando,MetroPlan,Metro Plan Orlando,2163103,1361,1272,12.583774327898395,11.76088239903509,2019
Philadelphia,DVRPC,Delaware Valley Regional Planning Commission,5725345,1950,1850,6.811816580485543,6.4624926532811555,2019
Phoenix,MAG,Maricopa Association of Governments,4761603,2608,2441,10.954294173621783,10.252849723086952,2019
Portland,Metro,Oregon Metro,1804550,579,546,6.4171122994652405,6.051370147682248,2019
Sacramento,SACOG,Sacramento Area Council of Governments,2488449,1379,1259,11.083208858208467,10.118752684905338,2019
San Antonio,AAMPO,Alamo Area Metropoltian Planning Organization,2445978,1303,1216,10.654225017559439,9.94285312459883,2019
San Diego,SANDAG,San Diego Association of Governments,3316073,1249,1172,7.533006661795444,7.06860192764152,2019
Seattle,PSRC,Puget Sound Regional Council,4137205,1167,1101,5.6414898464059675,5.322433865375295,2019
St Louis,EWG,East-West Gateway Council of Governments,2279633,1181,1097,10.361316931277972,9.624356201195544,2019
Tampa,SCTPA,Sun Coast Transporation Planning Alliance,4732955,3548,3330,14.992747659760129,14.071547268038676,2019
Washington DC,COG,Metropolitan Washington Council of Governments,5291616,1423,1339,5.378319212883173,5.0608358580819175,2019
Atlanta,ARC,Atalanta Regional Commission,4846605,2469,2300,10.188575301680249,9.491179908410114,2020
Austin,CAMPO,Capital Area Metropoltian Planning Organization,2221352,1239,1120,11.155368442281999,10.083948874379207,2020
Baltimore,BMC,Baltimore Metropolitan Council,2198153,896,843,8.152298770831694,7.6700757408606215,2020
Bay Area,MTC,Metropolitan Transportation Commission,7713510,2341,2213,6.069869618370884,5.737984393615877,2020
Boston,MAPC,Metropolitan Area Planning Council,4416436,884,840,4.0032279421687536,3.8039722527395394,2020
Charlotte,CRTPO,Charlotte Regional Transportation Planning Organization,1509790,776,728,10.279575305174891,9.643725286298094,2020
Chicago,CMAP,Chicago Metropolitan Agency for Planning,8451538,2507,2325,5.932647998506307,5.501957158566879,2020
Dallas,NCTCOG,North Central Texas Council of Governments,7641334,3922,3603,10.265223323571512,9.43029057491794,2020
Denver,DRCOG,Denver Regional Council of Governments,3208544,1260,1172,7.854029740592618,7.305494330138531,2020
Detroit,SEMCOG,Southeast Michigan Council of Governments,4747794,1977,1828,8.32807826118825,7.7004183416550935,2020
Houston,H-GAC,Houston-Galveston Area Council,7151728,3633,3382,10.159782363087634,9.457854101833851,2020
Los Angeles,SCAG,Southern California Association of Governments,18837602,8304,7717,8.816408797680298,8.193187222025395,2020
Miami,SEFTC,Southeast Florida Transportation Council,6129858,3558,3352,11.60875178511476,10.936631811046846,2020
Minneapolis,Met Council,Metropolitan Council,3090774,625,585,4.044294406514355,3.7854595644974363,2020
New York City,NYMTC,New York Metropolitan Transportation Council,12609264,2349,2221,3.725832054908201,3.5228067236914065,2020
Newark,NJPTA,North Jersey Transporttrion Planning Authority,6702376,1778,1671,5.305581184940983,4.9862914285918905,2020
Orlando,MetroPlan,Metro Plan Orlando,2204145,1396,1300,12.667043229914546,11.795957162527873,2020
Philadelphia,DVRPC,Delaware Valley Regional Planning Commission,5736539,2036,1935,7.098356692075135,6.7462279956607984,2020
Phoenix,MAG,Maricopa Association of Governments,4860338,2697,2529,11.09799359633013,10.406683650396332,2020
Portland,Metro,Oregon Metro,1820714,626,580,6.876423205401837,6.371126931522469,2020
Sacramento,SACOG,Sacramento Area Council of Governments,2512705,1405,1288,11.18316714457129,10.251899844987774,2020
San Antonio,AAMPO,Alamo Area Metropoltian Planning Organization,2487441,1309,1224,10.524872750750673,9.84143945524738,2020
San Diego,SANDAG,San Diego Association of Governments,3323970,1294,1212,7.78587051026333,7.292484589211093,2020
Seattle,PSRC,Puget Sound Regional Council,4197443,1156,1096,5.508115297813454,5.222226960556701,2020
St Louis,EWG,East-West Gateway Council of Governments,2283090,1209,1122,10.590909688185748,9.82878467340315,2020
Tampa,SCTPA,Sun Coast Transporation Planning Alliance,4828214,3664,3437,15.177454851835481,14.237148560523622,2020
Washington DC,COG,Metropolitan Washington Council of Governments,5335608,1479,1396,5.543885532820252,5.232768224352313,2020
Atlanta,ARC,Atalanta Regional Commission,4917115,2604,2432,10.59157656471325,9.891979341544788,2021
Austin,CAMPO,Capital Area Metropoltian Planning Organization,2282724,1269,1160,11.11829551010109,10.163296132164906,2021
Baltimore,BMC,Baltimore Metropolitan Council,2245026,900,845,8.017724516330768,7.527752462555,2021
Bay Area,MTC,Metropolitan Transportation Commission,7740331,2347,2233,6.064340142559795,5.769779096010235,2021
Boston,MAPC,Metropolitan Area Planning Council,4468661,892,855,3.9922473421009115,3.826649638448743,2021
Charlotte,CRTPO,Charlotte Regional Transportation Planning Organization,1520648,785,736,10.32454585150541,9.680083753768129,2021
Chicago,CMAP,Chicago Metropolitan Agency for Planning,8570533,2732,2518,6.375332782686911,5.875947271890792,2021
Dallas,NCTCOG,North Central Texas Council of Governments,7735530,4108,3783,10.621120983306897,9.780842424500973,2021
Denver,DRCOG,Denver Regional Council of Governments,3222097,1302,1220,8.081693381670384,7.572708084207273,2021
Detroit,SEMCOG,Southeast Michigan Council of Governments,4820684,1972,1826,8.181411600511463,7.575688429276842,2021
Houston,H-GAC,Houston-Galveston Area Council,7223944,3773,3513,10.445817409437282,9.725989016526153,2021
Los Angeles,SCAG,Southern California Association of Governments,18808266,8414,7844,8.947129948077084,8.341013467163853,2021
Miami,SEFTC,Southeast Florida Transportation Council,6105897,3685,3465,12.07029859822398,11.349683756538965,2021
Minneapolis,Met Council,Metropolitan Council,3136376,677,636,4.317084431203402,4.055636186477642,2021
New York City,NYMTC,New York Metropolitan Transportation Council,13084891,2397,2276,3.663767623283984,3.478821489609657,2021
Newark,NJPTA,North Jersey Transporttrion Planning Authority,6977930,1802,1707,5.164855480063571,4.892568426453117,2021
Orlando,MetroPlan,Metro Plan Orlando,2257662,1443,1334,12.783135828126621,11.817535131476724,2021
Philadelphia,DVRPC,Delaware Valley Regional Planning Commission,5864282,2144,2032,7.3120630965564075,6.930089651213908,2021
Phoenix,MAG,Maricopa Association of Governments,4787811,2808,2616,11.729786326151972,10.927749654278333,2021
Portland,Metro,Oregon Metro,1825557,634,590,6.945825301538105,6.463780643387196,2021
Sacramento,SACOG,Sacramento Area Council of Governments,2558852,1465,1344,11.450447309965563,10.504710706207316,2021
San Antonio,AAMPO,Alamo Area Metropoltian Planning Organization,2508614,1325,1245,10.563602052766987,9.925799664675393,2021
San Diego,SANDAG,San Diego Association of Governments,3296317,1366,1280,8.288037831312947,7.766243355842293,2021
Seattle,PSRC,Puget Sound Regional Council,4244197,1206,1137,5.68305382620081,5.357903980423152,2021
St Louis,EWG,East-West Gateway Council of Governments,2294044,1251,1157,10.90650397289677,10.08699048492531,2021
Tampa,SCTPA,Sun Coast Transporation Planning Alliance,4835270,3813,3586,15.77161151290414,14.832677389266783,2021
Washington DC,COG,Metropolitan Washington Council of Governments,5404216,1562,1471,5.780671979062272,5.443897875288478,2021
